Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
25.790	20.119	14.895	10.363
28.615	23.430	14.538	9.526
25.790	22.604	13.466	9.646
26.261	22.249	15.014	11.319
26.850	20.829	14.300	10.124
29.203	21.658	14.538	7.850
26.968	20.001	14.300	9.167
27.086	22.840	14.776	9.765
25.318	21.658	16.441	8.688
25.790	22.958	14.300	10.363
24.847	21.303	15.847	7.970
27.556	22.131	14.657	8.209
25.200	20.119	12.870	9.406
24.493	19.645	13.585	8.928
26.261	19.645	13.704	7.970
24.847	22.131	12.751	7.011
26.968	20.237	12.632	10.961
24.611	22.604	16.798	7.850
24.729	22.012	16.916	11.080
26.026	18.578	13.943	9.885
25.554	19.408	16.560	7.131
24.611	20.001	13.585	10.124
25.672	22.012	14.657	10.363
28.144	18.697	14.062	10.483
27.203	17.985	16.560	11.080
26.379	19.408	13.585	9.646
26.379	19.053	15.609	8.928
25.436	20.001	16.441	7.131
24.729	20.356	16.085	9.047
27.674	20.829	12.512	9.406
28.144	18.934	14.538	6.891
26.026	19.408	12.274	7.730
27.556	21.184	15.133	8.090
25.908	21.539	13.704	8.449
25.672	20.474	12.632	10.722
27.203	18.460	15.252	7.371
24.021	20.001	12.751	7.730
24.847	21.776	12.035	7.491
27.792	20.711	12.154	6.771
23.312	19.408	14.062	7.730
24.847	21.894	14.895	6.291
24.611	20.474	15.847	8.808
23.903	20.001	14.181	7.610
26.261	21.421	11.916	7.610
25.083	19.290	13.943	10.124
23.785	20.237	12.751	8.209
23.312	18.222	12.154	6.531
23.076	20.474	15.847	8.928
25.318	20.829	14.657	6.531
26.850	18.934	13.585	9.167
26.497	19.882	13.943	10.244
24.375	19.882	11.558	7.491
25.083	18.934	14.300	5.811
24.847	19.645	14.300	9.526
22.722	20.711	11.438	7.730
26.026	16.798	12.751	7.850
26.143	18.578	14.300	9.885
25.200	16.798	12.632	6.531
25.672	17.748	11.796	6.891
25.790	20.711	13.347	9.885
25.790	19.053	14.419	7.850
22.367	20.711	10.722	7.131
25.083	18.578	12.512	8.090
26.261	18.104	13.108	9.167
24.611	19.527	15.014	9.167
24.139	20.474	13.466	5.211
22.722	19.645	13.347	9.287
23.549	18.460	11.438	6.891
24.611	19.408	11.558	7.011
26.379	17.154	13.347	5.091
24.965	20.001	14.776	6.291
24.729	18.104	14.776	6.051
22.840	18.815	14.895	7.011
25.790	19.764	10.961	8.449
23.785	17.510	11.677	7.371
22.131	19.171	12.274	7.371
23.667	19.290	13.466	8.808
22.012	18.104	14.181	5.451
21.658	18.934	14.300	6.051
24.847	16.560	10.124	4.610
23.076	19.882	12.989	7.011
25.672	20.119	12.751	8.209
25.908	16.798	10.244	5.091
24.021	16.679	12.274	4.610
25.318	17.629	11.080	5.331
24.257	16.085	13.585	8.808
23.785	18.222	12.989	7.371
23.549	19.764	13.466	8.928
23.076	17.035	9.885	8.569
21.776	15.371	11.438	4.249
21.894	17.748	14.062	7.371
24.729	15.847	11.558	4.730
22.840	17.391	9.885	8.209
23.194	19.527	10.483	4.970
21.776	15.847	9.406	6.171
24.375	17.629	10.363	7.730
25.200	17.629	12.154	7.371
23.667	19.053	12.751	4.009
22.722	15.490	10.961	6.171
22.485	19.171	13.585	6.891
23.194	16.798	12.512	6.411
24.965	15.728	12.512	4.970
24.493	17.985	12.870	3.888
24.611	15.490	13.347	6.651
23.194	14.776	9.047	4.370
24.847	14.895	12.154	4.129
21.303	18.815	12.870	7.730
22.367	16.679	11.916	4.490
24.729	17.748	8.928	3.648
24.257	16.560	12.035	4.730
22.722	17.273	10.602	7.251
23.549	16.203	10.602	5.331
24.139	15.252	9.406	6.051
21.421	15.847	12.989	4.249
24.611	17.391	10.244	5.331
22.840	14.538	12.632	3.287
21.066	17.629	8.808	4.249
23.194	17.629	9.885	3.167
21.066	14.538	9.765	5.331
23.194	15.252	12.393	6.051
21.894	15.847	10.004	5.331
21.066	18.460	8.688	6.891
21.184	14.419	8.449	6.771
20.119	15.966	11.796	7.131
19.645	17.748	9.287	4.009
21.303	16.322	10.483	6.771
19.645	15.252	9.526	6.171
23.194	14.300	9.646	5.211
19.527	17.629	8.569	5.691
20.237	16.203	10.124	4.129
22.722	17.273	9.646	6.651
22.012	16.916	8.928	4.610
23.785	14.419	8.808	4.249
20.948	16.560	8.090	6.411
23.312	14.895	10.602	4.730
21.184	17.391	10.602	6.651
20.356	16.916	8.688	6.051
22.249	14.181	8.569	4.490
22.722	14.538	8.329	4.970
20.474	15.133	11.916	5.691
22.840	17.154	11.677	6.891
21.776	14.776	9.406	5.571
18.934	13.228	9.885	6.171
21.894	16.085	8.808	3.528
22.958	13.824	10.841	6.651
19.053	14.300	8.209	6.051
19.408	17.035	8.928	2.564
19.053	14.776	8.928	5.091
20.474	16.916	9.885	5.211
22.012	13.943	11.319	5.931
20.711	14.300	10.722	2.324
18.460	13.466	10.602	5.811
21.776	12.632	7.491	3.407
18.934	15.847	7.610	4.970
20.474	12.632	8.329	5.451
19.290	12.989	10.483	5.091
20.001	13.347	10.124	2.805
21.776	14.419	9.526	2.926
20.237	16.916	8.090	4.129
20.593	14.181	7.131	3.407
20.474	12.989	10.961	2.324
18.934	15.609	8.808	5.211
19.645	16.085	9.406	1.962
20.237	13.108	7.610	1.721
20.711	14.776	7.011	3.528
19.171	13.824	7.850	4.490
18.460	15.133	7.850	4.970
21.658	15.728	7.610	3.167
18.222	13.704	6.771	5.811
18.222	16.441	8.449	4.610
20.237	14.062	6.891	4.249
19.053	15.609	8.449	3.407
21.894	15.252	10.004	3.046
19.527	15.966	9.526	2.805
20.948	16.203	7.610	3.528
17.866	12.751	10.483	0.997
18.934	13.347	10.124	2.564
18.815	14.181	6.411	3.888
21.066	15.966	6.171	1.962
19.882	14.062	6.651	2.805
18.222	13.228	6.891	2.203
21.066	13.108	7.011	2.564
19.645	12.989	6.531	3.648
21.303	15.728	8.808	5.331
17.391	14.538	9.167	0.877
20.237	15.728	6.771	2.324
21.184	12.393	9.167	4.249
20.237	12.870	8.688	5.211
18.578	15.728	9.765	2.805
20.237	12.870	5.931	2.203
20.474	11.916	9.526	0.877
19.290	13.824	8.569	4.129
18.104	15.014	7.491	0.515
20.001	11.319	7.371	1.962
19.527	11.677	10.004	2.083
19.764	13.466	5.811	4.970
18.104	10.961	9.167	2.444
20.237	11.199	6.051	3.046
20.474	14.419	9.047	0.636
19.527	11.916	9.765	2.685
20.593	12.035	5.451	1.842
17.985	11.438	5.451	3.768
20.001	12.751	8.688	1.480
20.711	15.014	7.251	4.009
16.441	14.419	5.811	4.249
17.748	14.776	6.531	0.394
16.441	12.274	7.970	4.370
18.815	12.154	7.251	4.370
20.237	11.558	9.167	1.239
16.560	14.776	6.291	1.842
17.273	14.062	6.411	4.249
18.815	13.585	6.891	2.685
18.341	13.466	6.651	2.805
16.203	14.181	4.970	1.842
19.290	10.602	6.171	0.636
15.966	14.062	8.209	1.842
17.154	14.657	7.610	0.756
16.085	12.512	4.850	3.167
15.728	13.704	5.931	3.648
16.441	12.035	7.131	-0.207
19.171	13.347	5.811	2.564
17.154	10.602	7.730	4.009
17.391	13.943	8.928	1.480
17.273	9.765	5.451	0.032
16.085	12.393	4.970	2.926
19.171	11.677	4.490	3.407
19.290	13.466	6.411	3.167
18.697	10.124	4.730	1.962
19.408	10.004	8.209	-0.446
15.252	12.154	5.811	1.842
17.035	12.751	4.730	1.480
17.391	11.558	4.249	2.324
17.510	9.765	6.771	1.721
17.035	11.916	7.610	1.600
18.815	10.841	8.569	2.083
19.053	9.765	4.490	0.032
19.408	12.393	6.051	-0.326
16.798	10.004	8.209	2.805
16.085	10.961	6.291	0.273
18.104	10.841	4.490	1.239
17.035	10.961	5.691	1.239
17.391	10.004	6.171	-0.446
18.815	11.677	4.850	0.636
18.460	10.004	5.811	1.962
15.133	10.722	6.651	0.515
16.798	11.319	3.888	-1.165
16.679	11.916	4.730	-1.405
18.934	9.765	4.970	1.600
15.609	10.602	5.211	1.600
16.203	9.526	5.091	2.444
14.657	12.035	7.730	-0.207
15.252	11.796	6.891	0.153
16.441	8.808	4.970	0.153
17.391	11.080	4.249	-1.405
16.798	9.287	6.051	2.083
17.391	12.512	3.407	2.083
18.460	12.154	5.571	-1.165
16.916	10.841	3.528	-0.446
15.966	12.512	3.287	0.997
15.133	8.808	5.091	-0.685
15.014	9.646	6.171	2.203
18.222	10.961	5.811	0.273
14.419	10.244	3.888	-1.045
17.985	11.558	5.931	-0.565
17.273	9.406	3.407	-0.685
15.966	12.035	4.370	2.083
13.704	8.329	6.411	1.962
16.679	10.244	5.811	-2.007
16.322	11.558	3.407	1.480
17.154	9.765	3.888	0.032
16.916	12.154	6.891	1.118
13.824	10.004	3.407	-1.645
17.748	9.287	6.171	0.756
16.798	8.329	4.970	0.997
17.866	8.569	5.811	1.239
16.916	8.928	4.370	-2.248
17.154	12.154	4.370	-1.525
14.181	8.090	6.891	1.962
13.347	7.730	6.651	-1.886
14.300	8.449	4.730	-2.489
16.560	9.646	3.888	1.359
16.203	10.363	6.051	-0.446
15.133	7.491	5.091	-2.127
14.657	8.808	4.249	-1.405
14.062	8.808	4.490	-1.165
16.679	8.688	3.407	-0.565
15.966	11.796	5.331	-1.285
12.870	9.526	3.528	-1.886
15.014	7.371	1.962	0.394
13.466	7.850	2.926	-0.805
15.490	8.569	4.850	0.997
16.203	10.722	3.167	-1.285
12.989	7.730	5.331	-0.326
15.847	11.199	4.610	-2.248
14.062	11.438	6.291	-1.525
14.657	8.329	6.291	0.153
14.657	8.449	2.324	-2.368
14.895	10.961	3.528	0.273
15.371	9.885	2.083	-2.610
16.322	8.688	2.805	-0.207
15.609	9.646	4.610	-1.165
14.419	8.329	1.600	0.877
15.728	6.891	4.850	-1.645
13.228	10.841	4.850	-2.610
12.393	8.928	3.648	-1.886
15.252	8.449	5.811	1.118
15.966	9.526	4.370	-2.610
12.154	7.251	3.528	-3.336
14.419	10.841	1.842	-0.326
13.228	8.090	3.407	-2.852
15.252	7.371	2.564	0.032
14.062	7.011	3.768	0.273
14.776	9.406	1.239	-1.285
11.916	9.287	1.842	-1.405
13.824	9.406	2.444	-1.285
12.751	8.808	4.730	-2.973
15.847	6.771	2.083	-3.215
15.490	6.771	3.888	-3.336
16.085	7.850	1.962	-3.336
15.728	6.531	1.962	-0.685
14.300	9.646	0.997	-3.336
13.943	6.291	1.359	-2.731
14.895	6.411	1.600	-0.805
15.490	7.970	4.730	-2.489
12.751	6.411	2.805	-0.565
12.989	7.131	0.756	-1.525
12.870	7.251	2.444	-4.065
14.776	7.610	1.842	-2.610
13.347	9.406	0.877	-0.565
14.300	7.491	3.768	0.153
11.558	6.411	4.490	-2.007
11.199	6.051	1.239	-2.248
11.796	9.167	2.564	-0.805
13.704	9.167	4.490	0.153
14.181	8.928	4.730	-2.852
14.419	5.451	0.515	-4.430
13.943	7.610	4.730	-3.579
13.108	9.406	2.685	-0.685
14.776	5.451	0.515	-0.925
11.558	6.171	4.249	-4.308
10.722	9.167	1.118	-2.368
14.419	5.571	1.239	-2.368
14.776	6.291	1.359	-4.430
11.677	6.411	3.046	-1.886
13.824	7.610	3.888	-3.458
12.870	5.451	0.273	-0.805
12.393	8.569	4.129	-1.886
12.154	8.569	0.032	-2.610
11.916	4.970	-0.207	-3.094
14.181	9.047	4.249	-0.925
14.300	6.531	0.394	-3.579
10.244	4.850	4.249	-1.645
10.961	7.610	0.032	-4.673
13.943	4.850	2.203	-2.127
11.080	6.171	2.805	-3.700
11.080	6.411	1.359	-2.610
13.466	8.329	0.997	-4.795
10.124	7.011	2.324	-2.610
12.393	7.011	1.600	-3.336
11.677	6.291	2.685	-2.610
12.632	5.451	1.239	-1.525
10.004	5.211	3.528	-3.336
12.870	7.131	-0.446	-4.795
13.466	8.449	1.842	-1.525
13.347	7.730	-0.685	-3.579
10.722	6.891	1.962	-2.489
13.585	4.370	1.600	-1.886
10.961	4.249	0.515	-5.405
12.274	7.730	2.324	-1.525
10.841	5.451	3.528	-4.795
10.961	5.691	3.287	-2.610
13.108	6.651	2.805	-3.094
9.885	4.850	-0.088	-4.551
13.347	4.009	-0.805	-1.766
13.466	4.610	3.046	-5.405
9.765	8.090	3.407	-2.852
13.108	6.651	0.032	-2.368
10.244	6.771	0.032	-3.943
12.274	5.091	0.756	-3.094
10.961	4.610	0.394	-3.336
10.722	5.691	-0.326	-2.368
13.108	5.211	3.167	-3.094
11.916	8.209	0.273	-5.771
12.751	5.691	2.203	-3.215
13.228	8.209	1.359	-5.405
9.406	7.371	-0.805	-4.186
10.124	7.970	-1.165	-2.610
10.124	7.131	-1.285	-4.430
9.765	6.531	1.962	-5.283
12.035	5.091	-1.405	-6.138
9.406	6.171	-1.285	-3.458
12.751	5.451	0.636	-2.731
11.677	3.528	0.756	-2.127
11.438	7.491	1.721	-6.138
11.677	7.610	1.118	-5.527
11.796	7.610	0.997	-5.527
10.244	3.167	1.721	-2.007
10.363	4.730	1.842	-3.094
11.080	7.491	-0.088	-2.489
9.885	3.888	1.239	-3.579
11.438	7.011	-1.525	-6.628
8.569	4.730	2.324	-2.489
10.841	5.571	-1.645	-6.750
10.363	5.571	0.153	-2.852
11.080	4.970	0.032	-3.822
10.483	7.131	0.394	-6.138
8.090	6.891	-2.127	-6.750
11.080	3.888	1.359	-5.161
11.677	4.370	1.118	-4.065
9.047	2.926	-0.326	-6.505
10.363	3.648	1.239	-4.430
11.796	2.685	2.083	-3.215
11.319	6.891	-0.685	-2.731
7.850	3.287	-0.805	-5.649
10.602	3.407	1.600	-4.795
12.274	5.571	1.359	-3.458
11.319	4.490	-2.368	-7.118
9.646	3.287	0.515	-4.673
8.808	2.564	-1.285	-6.016
10.722	6.891	-2.489	-6.261
9.885	3.407	-1.525	-3.822
10.124	4.850	-2.489	-3.336
10.244	4.730	-1.766	-3.458
11.438	6.291	0.997	-5.771
9.646	6.171	1.600	-4.186
9.885	4.249	1.359	-4.065
9.526	3.046	-0.565	-3.700
8.928	4.970	-0.326	-3.215
10.841	2.564	-2.127	-6.996
8.449	6.291	-1.766	-6.750
7.970	4.249	-0.565	-4.308
9.287	5.571	-0.925	-6.628
10.483	3.287	0.032	-6.505
11.558	6.171	-2.248	-3.700
11.199	5.331	-0.446	-3.336
10.483	4.129	-2.731	-6.261
8.928	2.685	-0.925	-6.628
10.722	4.370	-1.165	-6.628
9.646	4.129	-0.326	-7.854
8.928	4.370	-2.368	-7.118
8.808	3.167	-0.088	-5.771
9.526	2.203	-2.127	-4.551
8.209	4.249	0.877	-5.039
8.090	4.129	-3.215	-5.161
8.329	1.600	0.636	-5.771
8.209	2.324	0.153	-4.551
7.251	1.721	-0.805	-4.551
6.651	5.811	-2.007	-5.161
8.928	3.528	0.273	-6.873
10.722	5.451	0.032	-4.186
8.928	3.888	-2.368	-3.943
6.291	2.203	-1.045	-6.016
8.688	1.359	-2.852	-6.750
9.167	5.211	-2.489	-3.822
7.011	2.926	-0.088	-7.732
10.363	5.571	0.394	-5.039
10.363	1.600	-3.458	-4.795
10.244	3.407	-3.336	-6.873
7.850	3.167	-0.805	-7.977
7.371	1.600	-1.165	-6.750
9.885	3.528	-0.925	-6.261
10.004	1.239	-1.045	-4.551
10.483	4.009	-0.088	-6.505
7.371	1.239	-0.565	-7.854
8.688	3.407	-0.326	-7.732
6.051	4.129	-2.489	-4.065
9.047	4.850	-2.731	-5.894
6.891	3.407	-0.207	-6.750
7.371	4.850	-0.805	-5.283
9.765	4.129	-2.127	-8.592
10.124	0.877	-1.045	-7.977
6.051	1.359	-2.127	-6.873
8.449	0.636	-1.405	-4.308
7.491	3.407	-2.007	-7.732
7.371	2.444	-0.565	-4.430
7.251	0.997	-0.565	-7.363
5.691	1.359	-3.458	-8.715
9.885	1.239	-4.308	-5.039
7.970	3.046	-2.127	-9.084
7.850	2.926	-2.368	-6.628
5.211	3.167	-2.610	-6.261
8.090	3.528	-3.579	-7.977
7.251	2.805	-4.551	-5.039
8.808	3.528	-0.805	-6.873
5.331	2.685	-4.308	-6.261
4.970	0.515	-2.610	-8.469
5.931	0.636	-1.045	-6.016
7.491	4.249	-0.446	-8.346
8.569	1.721	-2.973	-5.405
8.329	4.129	-4.673	-5.894
8.209	3.046	-4.673	-8.223
5.451	3.528	-0.565	-4.795
6.531	4.009	-1.645	-6.138
6.051	2.564	-1.886	-6.505
6.171	2.203	-3.458	-8.469
6.771	1.359	-1.285	-5.527
5.211	0.756	-5.039	-6.996
6.411	2.083	-4.186	-8.961
5.811	-0.326	-3.822	-8.961
6.891	0.153	-0.805	-7.241
5.331	0.153	-2.127	-6.261
8.090	0.515	-3.943	-7.609
6.651	1.962	-4.673	-6.505
5.211	0.997	-1.525	-7.363
4.970	-0.565	-5.527	-6.261
7.970	0.877	-1.645	-7.241
4.730	2.926	-3.458	-6.628
7.131	3.648	-2.973	-7.977
7.131	-0.565	-1.645	-8.346
8.569	3.407	-2.007	-7.486
4.970	2.805	-2.973	-8.346
4.850	2.926	-3.336	-6.016
4.129	1.118	-4.065	-7.118
6.891	1.118	-2.489	-6.996
5.091	-0.565	-3.579	-8.838
7.131	2.926	-5.405	-6.628
8.090	0.515	-3.943	-8.961
7.131	-1.165	-4.186	-8.100
3.768	2.685	-4.917	-7.118
5.691	-0.805	-5.161	-9.084
7.970	-0.326	-4.065	-7.854
4.370	0.515	-4.065	-6.138
7.491	2.926	-3.094	-8.469
5.691	2.564	-2.368	-9.700
4.490	1.480	-2.368	-8.346
6.291	-0.326	-5.894	-8.469
6.051	-1.045	-1.645	-9.577
5.451	2.564	-2.248	-7.118
3.888	2.203	-2.852	-6.138
3.768	-1.045	-4.186	-9.330
7.610	-0.925	-4.186	-7.241
4.009	0.153	-3.458	-6.016
6.891	0.153	-2.973	-6.261
6.171	1.842	-3.458	-9.207
5.211	2.685	-1.766	-7.609
4.249	-0.326	-4.430	-6.628
7.011	1.600	-5.527	-8.469
6.651	-1.766	-2.127	-8.469
6.291	1.118	-3.094	-10.810
5.931	-0.565	-5.039	-9.823
7.251	-1.766	-5.649	-6.383
4.610	-1.405	-3.336	-7.732
4.370	1.239	-3.215	-6.383
4.730	2.203	-3.943	-10.686
4.730	-0.326	-2.127	-10.933
2.926	1.600	-2.731	-6.505
4.370	-1.645	-4.065	-9.823
3.768	1.480	-4.673	-8.469
7.011	2.083	-4.308	-6.873
6.771	-0.685	-4.186	-7.977
6.891	-0.207	-2.489	-10.316
2.805	0.756	-3.579	-9.946
3.167	-2.368	-4.795	-9.084
3.407	0.756	-2.610	-8.346
2.564	-1.766	-5.405	-8.223
6.051	0.032	-5.527	-10.316
3.167	-1.405	-5.649	-9.823
6.411	0.877	-5.039	-10.686
6.771	-0.925	-4.186	-9.084
6.051	1.480	-7.118	-11.057
4.009	0.877	-5.405	-6.873
3.167	-1.645	-3.822	-10.563
2.203	-1.405	-3.943	-9.577
5.451	0.032	-7.241	-10.440
6.651	-2.127	-5.771	-7.241
4.009	-2.368	-6.505	-8.838
2.805	-1.405	-6.873	-10.440
5.931	-1.405	-5.039	-7.609
4.490	0.515	-4.065	-7.977
3.888	-1.165	-5.039	-11.798
4.490	-2.973	-4.673	-6.996
6.291	-1.165	-5.649	-10.933
5.331	0.032	-4.065	-9.330
3.046	-0.326	-5.283	-11.057
3.287	-1.766	-3.336	-7.241
5.691	-2.489	-3.336	-9.577
1.721	1.359	-4.065	-10.193
5.571	-0.446	-5.649	-11.922
1.600	-0.326	-6.505	-7.241
6.051	0.636	-6.873	-10.440
6.051	0.273	-7.854	-11.304
4.249	0.636	-3.700	-8.715
2.805	-3.215	-3.336	-10.316
1.721	0.877	-3.943	-9.330
2.564	-1.886	-7.609	-10.810
5.931	-0.685	-6.628	-8.100
4.249	-1.766	-7.363	-11.427
4.730	-2.852	-4.430	-9.330
1.600	-2.368	-4.551	-7.609
2.083	0.273	-5.283	-9.207
5.211	-2.248	-6.505	-11.180
2.203	-0.685	-5.405	-10.440
4.730	-0.805	-6.016	-10.933
4.730	-0.925	-4.551	-8.346
4.970	-1.645	-7.977	-10.440
4.730	-3.579	-6.505	-9.454
3.528	0.515	-8.469	-10.810
2.324	-3.943	-5.283	-11.922
0.756	-0.925	-6.016	-9.823
3.768	-0.925	-7.241	-8.469
1.118	-1.405	-8.223	-11.180
4.730	-2.852	-6.873	-8.100
0.756	0.153	-8.223	-8.715
1.721	-1.405	-8.469	-9.700
5.091	-1.886	-4.065	-9.454
4.129	-3.822	-4.308	-8.469
3.046	-1.405	-8.100	-10.193
0.997	-0.685	-5.161	-10.193
3.528	-0.805	-7.609	-11.180
1.600	-1.766	-8.100	-9.330
3.167	-1.165	-6.383	-10.070
2.926	-3.215	-6.505	-10.686
4.249	-2.489	-7.854	-9.700
4.610	-2.852	-4.308	-10.810
2.203	-1.645	-7.854	-11.180
0.273	-3.700	-5.405	-9.946
0.877	-1.165	-5.649	-9.946
2.805	-0.565	-7.977	-10.810
0.153	-1.525	-9.084	-12.663
4.370	-0.207	-7.486	-9.700
3.648	-3.579	-6.383	-12.787
3.046	-2.852	-8.223	-9.207
3.046	-0.207	-9.084	-10.316
0.997	-2.731	-5.771	-13.035
0.515	-0.565	-7.363	-10.440
4.370	-4.430	-7.732	-12.663
3.407	-1.766	-7.118	-9.207
-0.207	-4.917	-5.039	-10.440
1.600	-3.458	-8.838	-9.330
1.239	-3.822	-5.771	-9.577
0.877	-0.565	-8.961	-9.577
0.394	-2.248	-5.283	-12.045
0.756	-2.007	-6.750	-10.193
0.153	-3.336	-9.330	-12.416
1.359	-3.579	-9.330	-10.563
3.888	-4.917	-7.977	-8.961
1.239	-0.685	-8.346	-13.035
3.768	-3.579	-6.628	-9.946
0.515	-2.127	-8.346	-10.070
2.805	-5.039	-8.469	-10.810
0.153	-4.430	-6.016	-10.810
0.394	-3.336	-6.505	-13.654
1.239	-4.065	-8.469	-12.911
1.480	-4.065	-7.241	-12.045
0.877	-3.700	-6.873	-13.282
3.528	-2.973	-7.363	-10.070
2.203	-4.795	-6.750	-12.045
1.359	-2.610	-6.873	-10.070
1.842	-2.368	-6.261	-12.911
-0.805	-4.308	-8.100	-12.045
0.997	-5.649	-6.016	-11.304
3.046	-4.795	-9.084	-9.577
-0.685	-2.731	-9.084	-12.787
0.273	-5.405	-5.527	-11.180
1.842	-3.943	-7.118	-10.563
0.515	-3.336	-7.241	-12.292
-0.088	-5.161	-7.118	-11.922
2.444	-4.186	-10.070	-9.946
-0.925	-1.645	-6.383	-9.946
2.685	-2.731	-6.505	-11.674
0.032	-2.489	-9.454	-13.654
1.359	-3.215	-9.330	-11.674
-0.088	-4.917	-6.261	-13.901
3.046	-4.186	-7.732	-11.674
2.685	-3.336	-6.628	-11.674
-0.088	-3.700	-8.838	-10.933
3.046	-4.673	-8.100	-11.922
1.842	-5.649	-7.854	-11.427
2.083	-3.215	-10.070	-12.416
2.324	-5.527	-8.838	-11.304
1.962	-4.186	-9.084	-10.686
-0.207	-5.039	-7.732	-14.149
-0.088	-2.368	-6.628	-10.933
2.444	-6.138	-7.118	-11.057
1.962	-4.308	-8.469	-10.193
0.032	-5.405	-8.100	-12.787
-0.207	-5.771	-7.363	-14.273
1.239	-5.405	-9.577	-11.674
-0.565	-3.215	-9.700	-12.540
-1.766	-3.943	-7.609	-12.540
-0.088	-3.215	-7.363	-12.045
0.032	-3.822	-8.469	-12.663
-0.805	-4.795	-7.854	-11.427
-1.405	-6.016	-8.223	-11.922
1.721	-6.750	-10.440	-14.273
-1.165	-3.458	-8.346	-10.933
-1.766	-4.065	-10.440	-11.304
-1.045	-6.016	-8.715	-10.933
2.203	-2.852	-7.977	-12.292
-0.685	-5.771	-8.100	-14.769
-1.766	-5.771	-10.563	-11.922
2.083	-4.917	-10.070	-11.304
-2.007	-3.336	-8.223	-11.551
-1.886	-3.094	-8.100	-14.149
-0.685	-4.430	-7.732	-12.663
0.515	-5.649	-8.715	-10.440
1.480	-3.094	-10.686	-12.540
-0.326	-5.039	-6.873	-13.654
-2.007	-2.973	-9.577	-11.922
-1.766	-7.118	-7.118	-10.686
-2.368	-6.996	-6.996	-14.025
-0.088	-5.894	-7.732	-13.158
-0.446	-7.241	-10.316	-11.427
-0.925	-4.186	-11.180	-13.778
-2.489	-6.261	-7.118	-13.158
-1.165	-6.873	-11.427	-11.551
-2.368	-6.505	-11.057	-10.810
0.997	-5.894	-8.223	-10.933
0.032	-6.138	-7.363	-14.273
-1.645	-6.505	-7.486	-11.427
0.273	-6.261	-7.363	-11.798
-1.766	-6.261	-11.180	-15.513
-0.805	-5.894	-11.427	-13.778
1.118	-5.039	-10.440	-12.787
0.756	-3.458	-10.193	-12.416
-1.405	-7.363	-8.715	-14.769
0.636	-3.822	-8.346	-14.025
-0.805	-7.609	-8.469	-13.778
-1.405	-5.283	-9.823	-12.045
-1.165	-4.795	-9.330	-12.045
-2.731	-5.283	-7.732	-13.282
-0.207	-5.771	-8.223	-13.530
-2.248	-4.795	-10.563	-14.645
0.636	-5.771	-9.946	-12.292
-0.565	-3.700	-7.732	-14.149
-3.336	-4.673	-8.100	-12.540
0.756	-3.822	-8.838	-14.645
0.153	-5.161	-12.292	-11.180
-3.579	-8.100	-11.922	-14.397
-0.207	-3.822	-9.577	-11.427
-2.731	-7.854	-9.330	-14.769
0.273	-7.977	-9.700	-14.273
-3.700	-4.917	-11.304	-14.769
-2.852	-5.771	-9.454	-15.885
-0.446	-6.505	-7.854	-11.798
-0.925	-5.894	-8.715	-12.416
-3.215	-4.308	-10.316	-14.521
-0.925	-6.261	-11.180	-15.761
-1.045	-5.894	-12.045	-14.273
-2.127	-4.430	-11.180	-14.149
-3.579	-7.118	-9.454	-15.141
-0.326	-7.609	-12.169	-14.521
-3.094	-4.308	-9.577	-13.901
-0.685	-8.469	-11.922	-12.292
-1.285	-8.100	-11.674	-15.017
-1.886	-4.065	-10.686	-13.282
-2.007	-6.383	-8.469	-13.530
-3.579	-7.486	-9.454	-16.258
0.153	-5.649	-10.193	-13.901
-3.215	-4.795	-12.045	-15.265
-0.326	-7.486	-10.193	-11.798
-1.645	-7.854	-12.787	-13.778
-1.766	-5.405	-8.961	-11.798
-0.088	-5.039	-11.674	-16.134
-0.925	-7.977	-11.304	-12.540
-3.458	-8.715	-9.946	-12.540
-1.285	-5.894	-10.563	-13.654
-2.610	-9.084	-10.686	-12.169
-3.579	-7.732	-9.700	-14.397
-4.551	-6.261	-12.540	-16.630
-4.308	-6.750	-12.911	-14.149
-3.943	-5.771	-8.838	-14.645
-2.489	-5.283	-12.169	-15.141
-3.215	-6.996	-9.700	-15.637
-2.489	-8.715	-11.180	-16.382
-1.045	-6.505	-10.563	-15.265
-1.285	-6.873	-11.180	-15.637
-2.489	-8.838	-13.282	-13.035
-3.215	-8.346	-9.207	-16.630
-0.925	-5.771	-12.663	-14.645
-1.645	-6.996	-11.304	-14.769
-2.007	-9.084	-11.551	-15.885
-2.610	-6.261	-11.304	-13.654
-3.579	-4.917	-10.810	-16.879
-4.673	-6.873	-11.674	-13.530
-4.917	-9.330	-8.961	-15.265
-2.248	-7.241	-10.563	-12.663
-3.943	-6.873	-10.686	-14.397
-2.852	-8.715	-12.416	-14.025
-5.405	-5.161	-9.700	-14.645
-5.405	-9.700	-13.654	-15.389
-3.094	-5.649	-11.057	-16.258
-1.525	-5.771	-11.798	-14.893
-4.673	-9.207	-13.530	-14.025
-5.161	-5.527	-9.577	-14.397
-4.795	-9.577	-10.316	-13.654
-5.527	-5.894	-12.911	-14.521
-2.973	-7.609	-13.901	-15.265
-4.795	-7.363	-9.823	-16.506
-3.943	-7.854	-12.663	-13.778
-2.973	-6.628	-10.686	-16.009
-1.766	-7.609	-13.282	-15.637
