Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
112.906	117.707	120.160	118.153
112.012	114.581	119.714	119.379
112.794	115.586	117.930	118.264
113.688	116.144	119.825	120.160
114.246	115.140	119.491	119.379
111.453	115.140	116.926	119.825
113.353	117.930	117.818	120.828
114.246	116.702	116.814	118.933
115.028	118.041	119.714	120.940
112.347	115.140	119.714	119.602
112.571	117.818	116.702	119.602
114.135	118.153	116.591	120.940
112.012	118.041	118.487	120.828
111.788	115.698	116.814	120.382
112.459	117.149	120.382	118.599
114.246	114.805	119.491	119.156
114.581	115.810	116.144	118.710
114.358	117.149	116.702	120.382
114.916	117.372	118.153	120.605
114.358	116.702	117.483	118.153
115.251	115.810	119.825	118.822
115.475	117.372	117.818	118.153
113.911	114.470	117.037	121.162
114.246	117.818	116.702	119.268
116.033	115.363	118.710	119.825
114.805	114.358	117.707	118.487
113.129	117.707	117.260	120.271
113.576	115.921	120.382	119.156
116.033	116.479	118.376	121.608
112.347	117.930	118.153	119.045
113.576	114.693	116.479	120.494
112.682	114.916	116.926	120.828
116.033	115.028	120.605	119.268
113.353	117.707	116.814	120.717
114.246	116.033	119.156	121.274
113.465	115.363	118.599	119.491
115.475	117.149	119.156	119.045
116.033	115.698	120.382	121.942
112.571	116.033	120.271	121.162
115.028	116.591	119.714	117.930
116.368	115.251	117.372	119.379
112.235	116.814	120.160	121.719
113.241	116.033	118.041	121.051
114.581	115.140	117.930	120.382
115.698	117.260	120.494	121.831
113.353	117.707	117.483	122.054
116.591	114.916	119.268	122.054
116.591	116.256	119.714	118.599
114.805	118.822	118.710	121.608
112.459	118.710	120.828	122.054
114.023	115.251	118.153	120.160
115.810	115.140	119.156	119.825
115.028	118.822	117.930	118.041
115.028	117.818	119.714	120.717
115.028	118.376	118.599	121.385
115.475	116.256	119.937	119.602
114.358	117.930	119.045	117.930
113.353	117.595	120.160	119.156
112.794	117.707	117.260	118.599
114.470	115.475	118.710	121.497
116.591	117.149	117.818	120.717
113.353	114.916	119.268	119.937
115.140	118.822	116.926	120.494
112.682	119.045	118.599	118.376
114.470	115.698	119.045	120.940
112.906	116.479	118.933	120.160
114.916	116.702	118.710	119.379
115.363	116.591	116.814	121.274
116.033	118.599	119.268	120.271
116.256	116.033	117.037	118.933
116.256	115.140	118.487	119.937
116.479	118.376	117.930	118.376
115.028	117.372	120.717	120.717
116.256	118.376	117.595	120.382
113.576	116.702	119.602	120.382
117.037	118.822	117.595	121.162
113.465	118.933	118.822	119.268
113.018	115.921	117.483	118.153
113.911	117.037	121.051	119.268
116.256	116.814	119.714	119.602
116.814	117.707	119.602	119.045
114.023	117.818	120.382	120.828
115.698	115.698	118.153	118.487
116.814	118.376	120.271	119.602
114.246	116.144	119.268	119.268
113.018	117.818	120.271	119.156
113.353	119.268	119.714	121.497
117.037	117.372	120.828	119.156
116.926	118.041	117.037	121.608
116.926	118.376	118.599	119.491
115.586	118.153	119.045	118.599
115.028	116.033	119.714	120.605
115.921	119.156	120.717	120.828
115.475	116.479	120.717	120.382
115.586	119.045	119.825	119.937
114.023	118.599	117.930	119.602
117.149	117.707	120.605	119.825
116.926	118.933	119.714	119.714
117.260	118.041	119.937	119.714
114.358	116.926	118.822	121.051
116.368	117.707	120.828	119.491
113.688	119.714	117.818	121.497
114.246	115.698	119.937	120.048
113.800	119.045	120.271	120.271
116.144	118.264	117.930	121.497
117.595	119.156	118.599	121.719
116.479	115.921	120.271	120.605
116.591	117.595	119.937	118.710
114.358	116.591	118.933	122.388
116.926	118.376	118.822	119.156
116.144	119.602	120.605	121.831
116.926	117.930	119.379	121.942
117.149	119.268	120.048	120.605
116.479	118.153	117.707	118.487
114.023	118.933	121.274	118.599
117.037	119.268	120.940	121.385
113.688	118.822	120.494	118.822
115.698	116.368	117.483	119.825
116.033	117.372	119.268	120.160
114.246	118.264	119.268	122.165
115.698	118.264	118.153	118.710
114.246	120.048	119.491	121.385
115.921	119.379	121.608	118.822
114.581	118.933	119.156	120.717
114.470	116.479	119.602	118.599
116.144	117.483	120.382	122.388
117.930	119.825	119.937	122.054
116.256	119.268	119.156	119.825
116.368	119.379	118.153	120.940
114.023	120.048	121.497	121.274
115.586	115.921	121.497	121.274
114.581	117.707	120.271	122.722
117.260	117.037	120.828	121.831
114.470	117.372	120.605	118.599
117.930	118.041	119.491	120.271
115.028	116.033	118.153	119.045
115.921	116.144	118.933	122.611
117.818	118.264	121.051	119.156
115.921	118.264	119.045	120.605
117.037	117.372	120.717	121.385
114.916	117.372	117.818	119.268
118.153	120.048	119.491	122.722
117.149	118.599	121.051	119.825
114.023	116.479	118.933	121.051
116.368	117.372	121.274	122.611
117.260	118.822	119.156	121.385
116.256	116.814	117.930	119.045
116.033	119.379	121.051	120.717
118.264	116.479	118.487	122.165
116.033	117.149	117.818	120.271
117.149	117.483	120.605	120.605
115.140	120.160	119.602	119.825
115.586	116.702	119.156	118.822
115.586	117.595	120.828	122.499
116.368	117.483	119.602	122.499
116.926	116.926	121.385	121.608
117.149	120.160	119.825	119.156
117.149	117.372	120.494	119.268
116.144	117.149	120.494	121.051
114.581	118.264	118.041	118.822
116.702	118.822	121.162	120.940
114.470	119.156	117.818	122.722
116.926	119.268	118.487	122.611
115.363	120.494	121.274	121.831
114.916	119.045	120.382	119.825
115.921	116.702	119.045	120.717
117.260	118.153	120.271	119.379
115.586	119.045	120.048	118.710
115.028	117.930	120.271	120.828
118.599	119.491	118.710	119.045
114.805	119.714	119.268	118.933
118.041	119.379	120.048	120.382
115.698	119.156	120.828	119.491
118.264	120.048	121.719	122.054
115.475	118.710	121.497	120.717
115.586	118.264	118.264	121.162
114.916	118.822	120.048	121.942
117.930	119.156	118.487	122.833
116.256	118.376	120.160	118.710
117.483	119.825	120.828	121.831
115.586	120.160	118.822	121.385
115.698	119.379	119.156	122.388
115.251	119.825	118.487	121.274
115.140	120.382	122.165	120.494
117.149	120.160	121.274	122.722
118.376	118.933	120.605	120.494
115.363	117.037	120.717	119.491
117.483	120.048	122.165	118.822
116.033	119.714	118.264	119.156
115.698	119.491	119.045	121.719
117.372	120.160	120.494	120.271
117.149	116.926	119.045	120.828
119.045	118.599	118.041	120.717
115.810	119.602	119.602	121.385
115.363	119.937	118.153	122.388
116.368	118.041	122.054	122.611
118.487	117.595	120.717	122.722
115.363	117.260	119.602	121.274
119.045	120.605	121.385	120.271
119.156	116.814	121.942	119.156
118.264	117.260	119.045	121.051
117.372	117.595	122.165	118.933
115.810	120.717	120.048	123.056
119.045	120.717	118.041	119.937
117.149	120.382	120.494	119.379
118.933	117.818	119.156	119.379
118.153	120.271	120.828	118.822
116.926	120.605	121.942	121.831
117.818	117.372	121.719	119.156
115.921	118.487	122.054	120.382
117.037	119.379	118.264	120.605
116.702	117.930	120.382	120.048
119.268	119.602	118.153	121.719
116.479	117.930	119.491	119.714
117.260	120.494	120.382	121.051
117.818	120.271	118.153	119.602
116.814	118.153	121.274	122.722
115.698	119.045	120.940	121.608
115.810	118.376	119.602	121.719
115.698	121.162	121.608	120.605
115.921	117.707	120.494	119.379
117.818	119.045	122.388	122.833
115.810	120.382	119.045	122.388
119.156	120.940	122.165	121.385
119.491	121.051	118.487	121.162
119.491	120.717	120.271	119.491
118.041	118.264	119.714	119.491
116.926	120.382	122.388	120.494
115.810	119.491	118.487	122.833
118.822	118.153	120.271	122.165
117.707	117.260	121.719	121.831
116.591	119.156	119.602	120.160
117.707	121.051	120.494	119.937
115.810	120.605	120.940	120.717
117.372	117.260	120.048	122.945
115.363	118.710	118.933	119.714
115.698	119.045	122.276	120.048
117.595	121.051	122.499	120.717
119.268	119.268	122.499	121.497
117.483	120.271	121.274	123.167
117.149	120.048	119.045	119.602
117.149	120.271	119.268	120.494
117.037	120.382	119.825	119.045
117.483	119.379	119.602	119.602
116.926	121.385	122.165	119.714
115.586	120.828	121.051	122.611
117.483	119.714	121.051	122.945
118.599	121.162	120.605	121.385
119.491	117.707	120.271	119.714
117.818	121.497	119.714	119.268
116.144	117.707	119.602	119.156
119.714	117.260	119.714	122.611
117.595	120.940	118.822	120.605
116.702	119.379	119.937	120.494
118.376	118.264	119.268	122.054
115.921	118.822	118.933	120.160
118.822	120.160	119.268	122.945
118.822	117.483	122.054	123.056
119.045	118.822	122.054	121.162
116.702	120.160	122.611	119.602
116.144	118.599	119.156	121.051
119.268	118.599	118.822	121.162
115.810	121.385	120.382	122.611
116.256	119.045	121.608	121.497
118.264	118.933	121.608	122.722
119.825	119.045	121.385	122.165
118.041	118.264	118.599	121.831
119.379	118.822	118.599	119.602
116.256	117.707	118.599	122.276
115.921	120.494	121.274	119.491
117.483	120.494	121.051	123.167
116.702	118.933	120.828	120.382
117.595	120.605	121.608	119.937
119.156	119.491	120.940	120.605
118.822	121.608	119.491	121.385
119.491	121.274	118.710	120.271
117.818	119.491	118.822	120.494
119.045	118.710	121.608	120.271
118.599	117.930	119.602	121.274
117.037	120.271	121.051	121.274
117.037	121.051	119.491	123.167
117.818	121.162	119.268	119.602
118.933	119.491	119.602	119.045
116.033	118.599	120.940	120.271
117.149	118.933	118.933	119.602
118.153	119.825	122.499	120.940
119.268	118.376	120.271	122.165
119.714	120.717	122.165	121.274
117.483	118.487	121.719	122.945
119.602	117.930	118.822	121.385
116.926	121.831	119.937	121.719
119.602	119.045	122.722	119.602
119.937	121.719	119.714	122.499
118.599	117.930	121.942	120.048
116.256	120.271	120.605	121.497
117.483	117.707	119.379	123.056
116.256	117.707	119.268	121.608
118.376	120.828	121.608	120.828
116.256	119.714	118.822	122.499
117.707	118.264	121.274	119.379
119.379	118.933	119.491	122.611
119.937	119.714	121.831	121.831
119.714	119.714	119.825	122.499
118.599	117.930	120.382	122.054
120.048	121.497	121.942	120.828
119.156	119.714	120.717	122.833
116.591	119.156	120.605	122.165
117.707	120.717	121.942	121.831
118.153	120.828	122.388	120.828
119.937	119.379	119.156	123.056
119.045	119.714	119.045	119.156
116.702	119.045	119.491	123.279
118.822	117.818	120.048	121.051
117.372	121.608	121.719	120.271
118.487	119.714	118.710	120.271
117.260	121.942	120.940	122.054
119.602	118.487	121.831	121.497
119.714	119.714	119.379	121.608
117.037	121.162	120.940	121.497
117.372	119.268	119.156	120.160
120.494	118.376	122.499	121.831
119.268	121.051	121.051	120.494
118.710	119.268	120.940	120.160
120.717	118.264	122.722	120.494
119.156	118.487	121.274	119.602
118.376	119.714	118.933	120.940
117.372	118.599	121.274	121.385
119.937	121.051	121.719	120.271
120.828	119.714	123.056	121.942
117.260	120.940	119.268	123.056
119.045	122.165	119.714	119.602
118.487	118.487	122.945	123.056
117.037	120.717	121.497	121.942
118.264	122.165	122.054	121.385
120.160	121.719	122.165	122.611
118.264	118.599	120.160	119.379
120.605	121.051	121.274	123.279
118.933	120.160	120.717	120.382
117.595	121.942	122.276	119.937
120.494	119.045	120.828	119.714
118.599	119.045	121.051	121.274
120.048	122.054	120.271	120.271
117.260	121.162	122.945	119.714
117.372	118.710	120.271	123.056
120.940	119.268	123.056	122.722
118.153	122.276	120.717	119.045
117.595	118.933	120.160	121.497
118.487	120.382	119.825	123.279
117.037	122.165	120.160	122.833
118.599	118.264	121.497	120.271
118.599	118.264	120.382	123.167
116.814	120.271	122.945	121.051
119.825	122.388	122.833	120.494
119.602	121.942	122.611	122.388
118.487	120.048	119.714	119.268
119.714	119.268	122.722	121.831
118.822	119.937	120.494	121.719
120.382	118.822	120.494	121.274
117.707	121.051	121.608	121.051
118.710	121.831	120.048	121.497
119.714	118.933	121.274	120.048
118.153	118.599	121.162	122.054
120.494	121.385	120.382	120.271
121.162	120.940	119.156	121.831
118.599	121.497	121.608	121.051
117.149	118.710	120.048	119.825
117.149	118.264	122.722	122.165
119.602	122.388	120.271	120.605
119.825	121.497	120.717	119.491
120.160	120.160	119.045	119.602
120.048	121.719	118.933	122.165
118.710	122.054	119.825	122.499
119.825	121.051	120.271	123.056
121.051	121.719	122.833	122.165
120.382	118.264	121.497	121.497
118.599	120.828	119.268	120.382
119.937	119.045	121.051	120.717
117.483	122.165	122.722	122.054
118.822	121.608	122.833	121.385
119.379	119.602	122.054	119.714
118.487	119.491	119.156	120.160
120.940	119.045	122.388	123.279
118.264	118.599	121.831	121.385
117.707	120.828	120.494	119.491
120.271	120.048	119.491	119.937
117.818	119.825	121.385	120.494
119.045	119.937	119.491	122.165
120.160	119.268	122.833	119.379
119.602	119.937	123.056	121.162
117.483	118.933	120.271	123.167
120.048	119.379	120.382	119.268
117.818	121.385	122.945	122.276
117.818	122.165	119.379	121.162
118.599	121.608	120.717	119.937
119.045	122.165	119.602	119.045
121.051	122.499	123.056	119.937
120.160	119.156	120.940	121.051
118.041	121.274	122.165	119.156
117.930	122.611	120.494	119.937
117.818	122.165	120.828	121.385
118.487	121.274	121.385	119.045
120.160	119.045	121.942	122.499
118.264	118.710	122.722	123.279
120.382	122.499	123.167	121.162
118.041	120.717	121.051	122.499
120.160	122.054	120.494	122.388
118.153	119.937	122.499	118.933
119.714	122.499	120.717	119.268
120.494	119.825	119.491	119.937
121.497	120.717	121.497	122.722
120.828	119.491	121.608	123.056
119.379	120.828	123.167	119.491
120.382	121.497	120.160	122.945
119.825	121.274	119.825	119.491
118.710	122.611	119.937	119.379
119.602	122.276	120.605	119.379
118.376	122.499	122.276	120.828
119.937	122.611	119.491	120.940
118.822	119.602	119.379	123.167
117.595	119.491	122.945	121.385
117.595	120.940	121.385	122.945
120.048	119.268	120.494	119.937
118.376	122.388	121.051	118.933
120.828	121.274	121.942	122.388
120.048	118.933	122.722	121.942
120.160	120.828	120.271	122.833
117.595	120.494	120.828	118.933
117.818	120.605	121.608	121.385
118.153	120.717	120.717	122.611
118.376	120.717	122.054	121.385
120.828	122.054	123.056	123.167
121.051	119.268	121.608	121.497
121.497	122.833	120.160	122.722
120.605	120.160	123.279	122.165
119.268	122.054	119.602	121.831
120.940	121.831	122.276	119.937
118.264	120.494	120.382	120.605
119.156	122.165	119.602	122.722
117.707	122.388	120.494	119.491
120.271	120.828	120.605	119.491
119.156	119.714	119.602	121.497
118.822	121.385	119.045	122.945
117.707	121.608	119.714	120.828
117.930	121.274	119.268	122.499
118.933	122.165	119.937	119.156
121.051	119.825	120.605	119.602
118.264	121.942	122.388	120.048
121.942	121.831	119.045	120.717
118.822	119.268	119.379	119.937
119.156	120.940	119.156	121.497
120.605	119.156	122.722	121.162
119.937	121.497	119.045	119.045
117.818	121.274	120.828	119.602
121.274	119.045	119.156	122.165
119.825	121.942	122.611	118.933
118.933	122.611	121.385	121.719
118.376	120.382	119.714	119.045
120.160	119.602	121.942	119.825
118.822	121.051	123.056	122.945
119.268	120.605	119.379	121.719
121.719	120.048	121.942	122.388
119.825	120.605	122.054	119.937
120.048	121.385	120.828	122.054
120.160	119.491	123.056	120.717
120.717	119.937	122.388	122.833
118.933	122.945	120.828	120.828
121.497	119.045	121.497	121.051
119.714	121.497	121.719	122.833
120.940	122.945	119.268	122.388
119.714	121.385	122.611	120.828
121.831	121.385	123.056	121.831
119.937	121.497	122.945	120.940
120.605	121.274	122.388	121.719
119.937	119.268	122.054	120.382
120.828	119.602	120.494	122.054
119.045	122.499	123.056	120.048
119.156	119.602	119.714	122.611
122.165	122.833	122.499	121.274
119.937	121.274	119.491	122.165
119.937	120.940	120.160	118.822
122.276	121.608	120.717	122.388
121.385	122.611	122.722	119.825
118.487	118.933	119.714	119.045
118.264	122.388	119.714	120.717
120.940	118.933	122.722	120.494
118.376	121.831	122.722	118.822
118.599	122.722	119.602	122.165
120.160	122.833	121.497	119.937
122.054	120.382	120.048	121.719
120.382	121.719	119.379	121.385
121.274	119.825	120.940	121.162
120.940	119.937	120.605	120.717
118.710	119.491	121.497	121.162
119.937	119.937	119.937	120.828
118.264	120.828	121.385	119.602
119.045	119.825	120.605	118.710
121.051	119.379	120.828	120.160
121.162	122.388	121.162	120.271
119.045	122.945	123.056	119.491
120.605	122.833	121.497	121.162
122.388	121.942	119.045	120.382
119.156	119.045	122.945	122.945
120.271	121.719	120.605	120.271
118.264	121.608	119.602	119.156
121.274	122.499	120.494	121.719
121.942	122.054	119.825	121.385
119.937	122.499	122.722	121.274
122.165	121.385	121.719	120.382
121.497	120.605	120.494	121.274
120.382	120.717	119.045	122.054
121.942	120.940	123.167	120.160
121.831	120.828	119.714	122.165
120.828	118.933	122.945	120.271
119.602	122.611	119.379	122.054
119.602	119.491	122.388	119.937
120.605	119.156	120.605	122.054
118.933	120.940	119.602	122.165
121.831	122.611	120.494	120.494
121.719	120.605	119.602	118.710
119.602	118.933	122.165	121.274
118.710	121.385	120.605	122.276
122.499	121.831	119.045	121.051
118.933	121.497	122.054	121.051
122.165	119.825	121.162	122.388
122.388	121.719	120.494	119.937
120.160	122.611	122.276	121.831
118.376	120.717	119.379	118.822
121.608	121.831	123.167	119.825
118.933	119.379	120.717	120.048
120.271	121.831	122.276	122.611
119.045	121.162	119.045	120.271
118.822	122.945	121.497	119.045
119.156	119.937	120.717	119.491
119.379	122.833	123.056	122.388
120.160	119.379	120.828	122.276
118.933	122.611	123.167	122.388
121.719	121.719	119.268	122.165
122.388	120.494	123.167	119.045
122.165	121.831	121.385	121.385
122.499	119.379	119.825	119.156
122.499	119.156	119.156	120.382
121.942	121.385	121.162	119.602
118.599	121.274	119.602	121.274
118.487	123.056	122.054	121.942
119.268	122.276	122.833	119.045
119.937	120.271	119.937	121.608
122.388	120.940	121.162	122.499
122.276	121.942	121.942	118.487
120.940	120.940	120.940	121.162
120.160	120.605	119.045	120.494
119.045	120.271	121.831	120.382
121.385	120.828	119.156	121.051
122.054	121.608	122.276	121.831
119.602	119.491	119.045	120.605
118.933	122.054	121.051	121.051
122.611	121.831	120.940	122.388
120.717	120.382	120.160	119.491
122.165	119.045	122.611	120.717
118.710	121.497	122.499	118.376
118.710	122.499	122.165	119.379
119.268	122.499	123.167	118.933
122.165	120.717	121.942	120.940
119.937	122.611	121.385	122.165
122.611	119.045	122.054	120.382
120.160	119.379	121.162	120.717
121.719	119.268	120.605	121.274
119.937	119.045	122.611	122.165
121.497	121.497	121.162	121.942
122.499	121.497	120.048	119.714
118.599	122.499	121.385	119.937
121.719	122.499	119.491	121.162
119.714	122.388	121.497	120.271
122.499	121.942	121.162	120.717
119.602	119.825	122.499	120.160
121.274	122.611	120.494	120.160
122.276	120.382	122.945	122.276
122.611	121.497	121.831	119.379
119.714	119.156	122.499	120.382
121.051	119.379	119.156	121.162
122.611	119.156	119.491	118.376
118.933	121.608	119.602	118.376
119.491	119.491	120.494	120.828
121.942	122.165	120.828	121.497
120.382	121.497	121.162	119.268
119.491	119.268	122.165	120.940
121.942	122.388	121.385	122.054
119.714	121.831	121.385	120.160
121.719	122.833	120.271	120.382
122.722	122.499	121.719	120.717
119.268	121.497	118.933	119.268
122.165	119.156	121.051	121.385
122.722	123.279	121.831	121.497
122.499	122.611	120.940	122.054
120.160	122.611	122.388	121.719
120.160	119.156	120.382	119.491
122.833	121.051	123.056	120.828
121.831	122.833	121.497	120.717
119.602	120.382	122.165	121.385
122.388	121.051	120.605	118.710
121.274	119.825	121.942	121.942
120.048	119.825	119.379	119.602
120.940	122.945	120.940	121.385
121.274	120.494	120.605	119.268
121.719	122.945	122.611	119.379
122.276	122.945	119.156	118.822
119.714	119.602	120.940	121.385
119.602	120.940	120.717	119.491
119.937	122.833	122.499	118.710
122.722	123.056	120.828	122.276
120.605	122.722	120.382	120.382
122.499	119.491	119.825	118.933
121.385	120.940	121.831	121.497
122.276	120.940	120.828	119.045
121.608	122.833	122.722	119.045
120.271	122.276	119.825	120.717
120.717	122.165	119.714	119.825
120.382	121.162	121.385	120.717
122.499	121.274	119.714	118.710
119.714	121.162	121.942	121.385
119.045	120.160	118.933	120.605
120.382	121.831	121.719	120.271
121.608	120.605	122.165	119.491
122.722	122.499	122.722	118.041
120.271	121.274	122.276	121.831
120.717	122.165	119.268	121.719
120.048	122.276	121.608	118.153
122.499	119.714	119.268	119.602
118.933	121.831	120.271	120.160
120.382	119.937	122.833	120.160
123.056	121.274	121.497	120.494
121.608	121.497	122.611	119.268
122.054	123.279	121.497	122.054
119.156	119.268	122.945	118.376
122.388	121.162	119.714	121.274
119.268	120.271	119.268	118.822
119.602	122.722	118.933	120.605
122.388	120.271	122.722	119.937
119.268	120.048	122.945	121.051
120.940	120.940	119.156	118.264
119.491	123.167	120.717	119.491
120.382	121.051	120.940	119.937
119.937	121.719	120.382	119.156
120.940	121.608	122.165	118.933
122.276	119.937	120.494	119.045
122.833	121.608	121.608	119.714
119.379	121.051	119.602	121.497
121.051	120.828	122.276	121.162
121.831	120.160	119.156	118.376
121.162	121.051	120.940	121.831
123.056	119.714	120.717	121.274
121.831	120.382	121.608	118.933
122.722	119.491	121.497	118.376
123.056	120.940	121.608	118.933
122.165	119.937	121.385	118.933
123.167	119.156	122.054	119.714
119.602	122.276	119.379	119.937
118.933	119.268	119.491	118.599
119.379	119.268	121.831	120.940
121.051	120.271	121.497	121.162
119.156	122.722	122.499	118.153
120.940	121.608	122.165	120.048
120.940	121.051	120.605	120.382
120.271	120.494	118.822	118.153
119.045	120.382	119.714	117.930
120.494	122.388	118.933	121.051
120.382	120.605	120.160	121.497
122.833	122.276	118.710	118.376
121.385	122.945	119.156	119.268
119.156	120.605	120.160	120.605
120.271	120.271	122.165	120.940
119.156	122.945	119.156	119.491
120.494	122.945	122.054	120.271
120.271	122.276	119.268	121.831
119.491	119.714	120.271	118.822
119.268	121.608	120.828	119.714
120.605	122.054	119.825	119.602
121.274	121.719	118.599	121.274
123.167	122.276	121.719	121.497
122.833	122.611	118.487	121.497
123.167	120.940	119.491	119.045
122.165	121.497	122.165	121.051
121.051	121.162	122.165	118.599
120.048	119.937	119.602	120.271
119.379	122.054	119.379	117.930
122.611	122.276	122.276	117.595
122.833	123.056	119.045	119.714
122.054	122.388	122.388	121.051
120.160	123.167	121.831	120.048
121.942	120.828	122.499	118.153
119.602	121.274	120.828	119.045
122.833	121.051	121.608	118.710
122.945	120.828	121.051	118.933
119.602	121.831	120.494	121.385
119.268	119.156	121.942	118.822
121.385	122.833	121.162	118.487
120.382	121.051	121.162	117.818
120.382	123.056	121.274	120.160
120.940	120.605	119.937	119.714
121.831	122.611	122.388	121.274
122.388	120.828	118.933	119.602
121.719	122.388	121.274	117.483
119.825	119.714	120.828	118.822
121.497	122.945	119.714	117.372
122.611	119.045	122.276	120.828
123.279	120.494	120.940	120.160
120.940	120.160	122.276	121.274
120.048	120.048	119.045	120.160
120.160	119.937	119.825	118.376
122.388	119.491	121.719	120.271
121.831	121.274	118.487	121.051
119.602	119.268	120.382	120.382
120.048	121.831	120.940	117.149
119.937	120.717	121.719	119.156
122.388	120.605	121.942	121.274
121.497	120.048	119.045	119.937
121.385	120.828	121.274	119.045
119.825	119.602	120.828	117.149
120.828	120.717	121.497	119.491
122.054	119.379	118.599	120.717
121.497	121.385	120.828	117.707
121.719	120.605	121.051	121.051
122.611	118.933	121.051	118.710
122.165	122.499	118.710	119.602
121.274	122.054	120.382	117.930
121.274	123.056	118.933	120.382
119.714	118.933	118.933	117.707
123.167	120.271	120.160	119.045
121.274	122.499	121.385	117.372
119.268	119.268	118.264	120.717
121.385	120.494	121.385	117.707
123.167	121.497	120.605	117.260
122.165	121.942	118.487	117.149
122.165	119.268	118.487	119.937
119.825	121.719	121.162	120.828
122.054	121.385	119.825	119.491
120.940	121.719	121.385	120.828
121.162	122.611	118.710	120.271
121.497	122.388	120.048	119.714
121.719	121.497	120.160	118.933
120.382	119.268	120.605	119.714
122.722	121.608	119.156	117.595
121.162	121.719	120.605	117.707
122.833	119.714	118.264	121.051
120.605	119.937	119.045	116.926
119.156	121.162	120.828	116.926
120.160	121.719	118.041	118.376
120.271	121.051	118.933	120.717
119.714	121.497	118.487	117.149
119.379	119.937	118.153	118.487
122.165	120.605	118.041	119.937
121.719	119.268	118.041	117.372
123.167	122.388	121.051	116.926
123.167	121.274	120.494	119.602
121.274	120.160	120.271	117.595
121.719	120.717	120.382	118.041
122.276	118.933	120.605	119.379
122.388	119.156	118.710	118.264
119.602	119.825	118.264	119.045
119.937	121.719	118.933	118.376
121.274	121.719	120.717	120.605
122.276	122.388	119.825	119.268
123.279	119.379	118.153	117.707
121.162	119.268	120.940	118.264
120.048	119.268	122.165	120.160
121.051	122.388	121.608	120.271
121.942	121.385	121.051	120.382
119.268	122.722	118.376	120.160
119.379	119.268	119.379	120.271
123.167	122.388	118.041	118.710
123.056	121.385	120.160	120.494
122.945	121.942	118.822	119.045
120.940	121.719	118.041	119.045
122.611	122.054	120.605	118.376
123.056	122.945	121.831	117.707
122.276	120.048	119.825	117.818
120.048	120.717	118.376	118.153
120.605	121.051	120.605	119.714
120.271	119.379	121.274	120.605
119.268	119.045	118.376	117.149
122.611	121.274	119.937	116.479
122.054	121.274	119.825	118.041
119.937	122.054	119.714	119.045
119.379	122.276	119.825	118.487
120.271	119.045	118.041	117.483
122.722	120.828	117.707	119.156
121.831	119.937	120.605	117.595
119.937	120.271	121.274	117.260
121.162	121.719	121.719	118.599
119.156	121.274	121.051	120.048
120.605	121.051	117.707	120.494
122.945	118.933	120.828	119.602
119.937	120.271	118.933	118.599
121.274	121.831	118.264	116.814
119.937	120.940	120.940	117.149
122.833	120.717	118.041	118.487
120.160	122.722	121.385	119.937
119.045	121.497	118.933	119.491
119.045	122.276	118.487	119.379
120.271	118.933	118.822	118.041
121.608	121.942	120.828	118.710
121.385	122.388	119.937	116.144
122.945	120.605	120.382	117.037
122.054	121.719	118.376	119.156
121.274	119.825	120.717	116.033
122.833	118.933	118.599	119.156
120.494	119.714	120.048	118.822
120.828	120.605	119.714	117.930
122.165	121.608	118.822	116.256
120.494	118.487	118.041	119.714
120.271	121.497	121.051	116.702
121.051	118.599	120.494	116.702
120.828	121.274	121.162	116.702
119.714	121.831	118.376	116.926
120.160	120.048	119.937	118.599
122.165	120.271	118.599	118.264
121.162	121.497	120.605	119.268
120.940	121.831	118.153	116.033
121.385	121.719	120.160	116.479
119.491	121.497	120.382	115.921
121.831	118.710	119.379	119.825
120.828	119.045	118.264	118.041
120.271	121.831	119.491	119.602
122.054	120.828	120.605	117.260
121.051	119.491	120.605	120.048
121.162	120.160	119.045	118.376
121.497	120.160	119.156	118.041
122.276	121.719	119.714	116.814
121.831	120.828	120.382	116.256
120.940	118.933	120.048	118.153
121.719	119.379	119.937	119.937
119.045	118.710	120.048	116.256
123.056	122.276	121.385	116.256
120.717	120.717	121.274	118.041
122.722	119.491	118.710	119.825
121.831	121.274	117.818	118.153
121.051	119.379	120.048	119.268
119.602	119.156	118.710	116.702
119.491	119.937	117.483	118.599
121.274	121.719	121.274	115.810
122.165	119.491	120.605	119.714
119.602	120.382	118.376	117.818
121.719	118.599	119.379	117.483
119.937	120.048	120.160	117.818
122.499	118.933	118.041	117.595
121.608	119.937	119.268	115.810
120.160	122.388	120.940	116.144
119.937	122.054	117.595	115.586
120.828	122.388	120.160	117.707
122.611	122.499	118.599	115.475
121.831	120.717	121.051	116.144
119.045	120.382	120.940	117.037
119.379	120.160	118.153	118.599
119.379	119.156	120.382	117.372
120.048	121.497	117.372	118.376
119.937	119.045	117.149	118.487
119.937	120.717	117.149	115.810
122.611	119.714	119.156	116.368
121.051	120.494	119.268	118.041
122.276	118.376	120.382	116.144
120.271	119.379	119.491	117.483
123.056	121.497	117.707	117.483
122.722	120.494	118.933	119.491
122.833	118.376	121.051	117.818
123.167	121.831	121.051	116.702
121.719	119.937	118.933	116.479
119.937	121.497	117.372	117.930
120.717	120.717	120.494	118.933
119.602	121.831	120.382	115.586
122.276	120.828	117.595	115.921
121.608	118.710	120.494	119.045
121.831	119.379	119.045	118.933
